model,base_model,revision,precision,params,architectures,weight_type,status,submitted_time,model_type,job_id,job_start_time,use_chat_template,sender
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Mad-Scientist-24B,,bf30739316ceac4b624583a27ec96dfc401179e8,float16,8.829,LlamaForCausalLM,Original,FINISHED,2025-03-10 02:23:51,merge,5777940,2025-02-28T13:23:04.284238,False,Baptiste-HUVELLE-10
Daemontatox/Qwen2.5-Coder-32B-Instruct,,3ec46616f5b34821b3b928938931295f92e49213,float16,8.371,MistralForCausalLM,Original,FINISHED,2024-06-27 12:07:10,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",12957229,2025-02-05T15:27:18.413011,True,Dampfinchen
CYFRAGOVPL/Llama-PLLuM-8B-base,,f31e757fa26fc7be7cfeb2b134fdfa3f839d007d,float16,27.227,Qwen2ForCausalLM,Original,FINISHED,2025-02-28 20:31:33,🔶 : 🔶 fine-tuned on domain-specific datasets,14747530,2024-11-27T09:37:38.444903,True,CarrotAI
Daemontatox/CogitoZ,,93ef695a725c7b90e12c398721179c1bc4d06038,bfloat16,46.703,LlamaForCausalLM,Adapter,FAILED,2025-01-31 08:17:01,🔶 : 🔶 fine-tuned on domain-specific datasets,14017323,2024-09-05T20:34:11.621823,True,
AI4free/t2,,0aca33fd7500a781d041e8bf7e5e3789b03f54f4,bfloat16,14.766,LlamaForCausalLM,Original,FAILED,2024-08-27 05:40:16,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8892861,2025-01-26T18:59:19.805199,False,PocketDoc
DeepMount00/Qwen2-1.5B-Ita_v5,,ac5e205a41b17a7b05b1b62f352aacc7e65b2f13,bfloat16,14.766,MixtralForCausalLM,Original,FINISHED,2025-01-19 10:48:26,merge,14364352,2024-09-02T21:28:29.297153,True,
AIM-ZJU/HawkLlama_8b,NovaSky-AI/Sky-T1-32B-Preview,5b29326cb35c193039ea219183f7e606ec7acda9,float16,10.306,MistralForCausalLM,Original,FINISHED,2024-08-10 20:46:39,🔶 : 🔶 fine-tuned on domain-specific datasets,10885347,2025-03-09T03:41:06.895369,True,ClaudioItaly
Amaorynho/BBAIIFEV1,,304e2931d30eccd1267e7d9495b1c62c7062ceca,bfloat16,7.242,Qwen2ForCausalLM,Original,FINISHED,2024-06-26 15:32:34,merge,9574342,2025-02-26T19:02:46.364408,True,CombinHorizon
Ayush-Singh/Llama1B-sft-2,,e91ad0ada3f0d906bacd3c0ad41da4f65ce77b08,float16,7.248,LlamaForCausalLM,Original,FINISHED,2025-02-25 18:41:52,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14017337,2024-08-12T11:18:42.888139,True,DeepMount00
CultriX/Qwen2.5-14B-FinalMerge,,755df0d9ed26d10744ec1f9dbad8cab88882ce73,float16,70.554,GPT2LMHeadModel,Original,FINISHED,2025-01-19 11:44:44,merge,14725278,2024-12-06T14:16:19.647831,False,SuperNintendoChalmers
Baptiste-HUVELLE-10/LeTriomphant2.1_ECE_AILab,mistral-community/Mistral-7B-v0.2,01ba58653bac94e7e5b23f49ed82c5c1decd92ea,float16,39.927,T5ForConditionalGeneration,Original,FINISHED,2025-03-10 13:25:57,🔶 : 🔶 fine-tuned on domain-specific datasets,14679836,2024-12-29T09:13:09.395365,True,1024m
Delta-Vector/Henbane-7b-attempt2,,822eddb2fd127178d9fb7bb9f4fca0e93ada2836,bfloat16,1.236,LlamaForCausalLM,Original,FINISHED,2025-01-02 08:01:57,chat,14749716,2025-02-05T09:37:46.039219,True,Cran-May
CYFRAGOVPL/PLLuM-12B-nc-chat,,c7a742e539ec264b9eaeefe2aed29e92e8a7ebd6,bfloat16,8.414,Qwen2ForCausalLM,Original,FINISHED,2024-12-21 20:11:34,fine-tuned,8095334,2024-11-25T21:47:00.305535,False,Daemontatox
AnonY0324/Maths-llm,,c716f5dc63c3d82b185cbac27f6fafd970131db3,float16,14.483,Qwen2ForCausalLM,Original,FINISHED,2024-09-20 03:31:56,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14613957,2024-12-31T19:27:04.836472,False,Daemontatox
BEE-spoke-data/tFINE-900m-instruct-orpo,,a310eb51c1cdcd4217e2aa303f7aac938dcc9ae1,float16,0.887,LlamaForCausalLM,Original,FINISHED,2024-12-24 05:57:17,merge,14089081,2024-12-29T02:27:00.638351,True,
AELLM/gemma-2-lyco-infinity-9b,,b93f8bf09ebb97ccddf405b8fa97d9f50c1215c8,bfloat16,8.494,LlamaForCausalLM,Original,FINISHED,2025-02-19 05:51:12,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8095122,2024-10-08T13:15:40.972382,True,DavidAU
CultriX/Qwestion-14B,,66c848c4526d3db1ec41468c0f73ac4448c6abe9,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-12-20 23:09:17,chat,9973190,2024-09-08T17:15:28.540222,True,CreitinGameplays
Danielbrdz/Barcenas-14b-Phi-3-medium-ORPO,CultriX/Qwen2.5-14B-Hyperionv3,06f4294cfd9d1f4a74c50f43078ea0c1c2ca4458,bfloat16,2.775,LlamaForCausalLM,Original,FAILED,2024-06-26 20:32:08,chat,10196618,2025-02-27T12:08:56.909698,False,bedio
Aashraf995/QwenStock-14B,,b4a466d95091696285409f1dcca3028543cb39da,bfloat16,12.248,Gemma2ForCausalLM,Original,FAILED,2024-09-23 07:08:28,🔶 : 🔶 fine-tuned on domain-specific datasets,11584080,2024-12-18T03:00:27.043650,True,BlackBeenie
Danielbrdz/Barcenas-R1-Qwen-1.5b,,2d664b90087a8f2e5569f0d88d8361189a3e5957,float16,14.766,Qwen2Model,Original,FINISHED,2025-03-10 02:26:14,fine-tuned,11475317,2024-09-02T14:18:14.062834,True,adamog234
Daemontatox/DocumentLlama,,e1e7da8c75cfd5c44522228599fd4d2990cedd1c,float16,3.861,CohereForCausalLM,Original,FAILED,2025-02-04 00:39:25,🔶 : 🔶 fine-tuned on domain-specific datasets,5777959,2024-09-23T09:37:08.397182,True,DRXD1000
DavieLion/Llama-3.2-1B-SPIN-iter0,,02c6491a2affea23c1e5d89d324a90d24a0e5381,bfloat16,1.777,?,Original,FINISHED,2025-03-09 03:34:33,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",13317525,2025-03-10T02:27:27.303094,False,CultriX
ConvexAI/Luminex-34B-v0.1,,d976a5d6768d54c5e59a88fe63238a055c30c06a,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2025-02-27 12:50:22,🔶 : 🔶 fine-tuned on domain-specific datasets,14598190,2024-10-06T16:38:48.262592,True,SubtleOne
CohereForAI/aya-expanse-8b,,6f3fe686a79dcbcd5835ca100e194c49f493167b,bfloat16,14.77,Qwen2ForCausalLM,Original,FINISHED,2024-11-15 07:46:29,🔶 : 🔶 fine-tuned on domain-specific datasets,14685447,2025-03-10T00:20:20.979640,False,CombinHorizon
Columbia-NLP/LION-LLaMA-3-8b-sft-v1.0,,460053e9de243ea93116f750660db597a27c85b2,float16,3.213,Qwen2ForCausalLM,Original,FAILED,2024-09-08 17:14:28,🤝 : 🤝 base merges and moerges,5777961,2025-01-17T21:09:52.276710,True,Caesarisnotasalad
01-ai/Yi-1.5-34B-32K,,1138d6b3e3527b75e7331044b1f0589a90667e8d,float16,1.544,Qwen2ForCausalLM,Original,FINISHED,2024-10-29 02:35:25,fine-tuned,8096406,2024-10-08T06:30:11.731109,True,DeepMount00
BlackBeenie/Neos-Llama-3.1-8B,,53af159f98d8b428e719287f759500f95b601ee2,bfloat16,14.766,Qwen2ForCausalLM,Original,FAILED,2025-01-01 16:48:29,fine-tuned,14370317,2025-01-19T11:35:56.659069,False,Daemontatox
CultriX/SeQwence-14B,,967ee983e2a0b163c12da69f1f81aaf8ffb2a456,float16,76.723,Qwen2ForCausalLM,Original,FINISHED,2025-02-26 18:54:10,chat,14681140,2024-10-13T12:04:02.126544,True,DavidAU
01-ai/Yi-1.5-34B,,82c83d670a8954f4250547b53a057dea1fbd460d,bfloat16,14.766,LlamaForCausalLM,Original,FAILED,2024-07-08 19:52:30,🤝 : 🤝 base merges and moerges,9412768,2025-03-08T13:50:16.790028,False,Daemontatox
AGI-0/Artificium-llama3.1-8B-001,,645db1cf8ad952eb57854a133e8e15303b898b04,bfloat16,16.537,Qwen2ForCausalLM,Original,FINISHED,2025-03-09 03:35:22,🤝 : 🤝 base merges and moerges,14681141,2025-01-26T18:52:31.094186,True,
AI4free/Dhanishtha,,f65696da4ed82c9a20e94b200d9dccffa07af682,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2024-09-20 12:17:17,fine-tuned,8767962,2025-01-13T12:49:34.099021,False,bedio
DeepAutoAI/Explore_Llama-3.2-1B-Inst,,07c1b6130747a2508a806d3b8df13e221312c713,float16,-1.0,MixtralForCausalLM,Original,FINISHED,2025-02-08 00:37:42,🤝 : 🤝 base merges and moerges,8774168,2024-10-28T16:45:28.093283,False,Daemontatox
Azure99/Blossom-V6-32B,,b29599acbef4cde587ea49725d7d825063bad077,float16,32.764,T5ForConditionalGeneration,Original,FAILED,2024-06-12 13:42:58,multimodal,-1,2024-10-16T18:13:38.851942,False,
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,,b3dba86b0be166f3c4140e692d8cce45a5503bb4,bfloat16,1.544,LlamaForCausalLM,Original,FINISHED,2025-03-10 23:39:57,🤝 : 🤝 base merges and moerges,13048489,2025-03-01T18:01:04.787682,True,CultriX
1-800-LLMs/Qwen-2.5-14B-Hindi-Custom-Instruct,,b296254b1b36908cd5625c781d4df9c6ef99fec8,bfloat16,-1.0,MistralForCausalLM,Original,FINISHED,2025-03-08 20:37:07,fine-tuned,8904834,2025-01-19T10:51:24.329346,True,
AiMavenAi/Athena-70B-L3,,3da400d648b198211c81f61421bdcefac8073506,bfloat16,7.242,T5ForConditionalGeneration,Original,FINISHED,2025-03-02 22:01:46,fine-tuned,14691796,2024-10-01T16:56:50.572022,False,BramVanroy
DUAL-GPO/phi-2-dpo-chatml-i1,,a42c86c61b98ca4fdf238d688fe6ea11cf414d29,bfloat16,13.96,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:06:28,🤝 : 🤝 base merges and moerges,5777969,2025-01-19T11:46:14.252748,False,pszemraj
Daemontatox/CogitoZ14,,ec151d218a24031eb039d92fb83d10445427efc9,bfloat16,32.512,MixtralForCausalLM,Original,FINISHED,2024-10-09 16:19:14,🤝 : 🤝 base merges and moerges,14691768,2024-06-17T10:55:12.393888,False,Daemontatox
CYFRAGOVPL/Llama-PLLuM-70B-base,,bfc745d1a347b74843671eb50687c2e88c07ec7d,bfloat16,10.159,Qwen2ForCausalLM,Original,FINISHED,2024-12-29 08:40:23,merge,-1,2025-01-26T08:12:56.706675,True,Baptiste-HUVELLE-10
DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,,d805fe69b980f7295548d97e10264e8841392dbc,bfloat16,0.218,?,Original,FINISHED,2024-12-25 21:39:44,fine-tuned,8896298,2024-12-29T16:23:16.486775,True,AELLM
BEE-spoke-data/smol_llama-220M-GQA,,d6e0221f0a3fc019049cc411fddc2bf2f646519e,bfloat16,7.616,LlamaForCausalLM,Original,FAILED,2025-03-09 21:08:55,🔶 : 🔶 fine-tuned on domain-specific datasets,14681506,2024-10-10T14:02:49.014728,True,ggbetz
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,,e96df7ba6e989ee286da5d0b05a84525fdb56c53,bfloat16,8.03,LlamaForCausalLM,Original,FAILED,2025-01-11 04:12:30,🤝 : 🤝 base merges and moerges,13490694,2024-10-06T16:34:07.486181,False,Aashraf995
CultriX/Qwen2.5-14B-partialmergept1,,1d15e7941e6ceff5d6e4f293378947bee721a24d,float16,1.777,MistralForCausalLM,Original,FAILED,2025-02-22 13:20:31,🔶 : 🔶 fine-tuned on domain-specific datasets,8900548,2024-08-12T14:10:10.897901,False,bedio
Danielbrdz/Barcenas-3b-GRPO,,8896a9c03756dd01a912121946c9f838cebe3c63,bfloat16,72.706,Qwen2ForCausalLM,Original,FAILED,2024-07-04 14:49:21,chat,11988857,2024-06-16T21:23:08.057452,True,CombinHorizon
DavidAU/L3-Stheno-Maid-Blackroot-Grand-HORROR-16B,,3d014beed88fbc08c2998f25385a3811c4323954,float16,1.777,Qwen2ForCausalLM,Original,FINISHED,2025-03-03 08:13:50,🤝 : 🤝 base merges and moerges,14694099,2025-03-01T18:05:47.205127,True,
Daemontatox/MawaredT1,,bd07f90de0deaddea7e84a4a735663b9c1135c4c,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-11-23 05:01:39,🔶 : 🔶 fine-tuned on domain-specific datasets,13624507,2024-09-14T04:38:05.201253,True,
Cran-May/merge_model_20250308_2,,ffc26e5c5ffbf42976e5bdc13ea858127eb96cf7,float16,1.777,Qwen2ForCausalLM,Original,FAILED,2024-09-17 23:46:43,continuously pretrained,13487613,2024-09-20T16:18:09.487601,False,DeepMount00
CYFRAGOVPL/PLLuM-8x7B-chat,,e1a32c9214158af0ad9a10d84a822abe7747f2ed,bfloat16,2.506,LlamaForCausalLM,Original,FINISHED,2024-06-13 17:58:54,fine-tuned,14364358,2025-01-16T12:14:31.600764,False,CultriX
Ateron/Way_of_MagPicaro,,828fa03c10e9085700b7abbe26f95067fab010fd,bfloat16,13.96,Qwen2ForCausalLM,Original,FINISHED,2025-01-20 20:58:00,🔶 : 🔶 fine-tuned on domain-specific datasets,-1,2024-08-12T16:19:02.507667,True,Shaleen123
BEE-spoke-data/zephyr-220m-dpo-full,,e80eee8915db0a090d5c251af049f53ba98a6c5f,float16,70.554,LlamaForCausalLM,Original,FINISHED,2024-10-01 16:54:22,🤝 : 🤝 base merges and moerges,8720766,2024-08-12T16:13:11.789604,True,alozowski
Alepach/notHumpback-M0,,7bc5a97a4faf8de6554255a287f76b1841f8572f,bfloat16,7.616,LlamaForCausalLM,Original,FINISHED,2025-02-06 05:07:21,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14681172,2024-09-13T16:26:08.272721,False,SuperNintendoChalmers
01-ai/Yi-1.5-9B-Chat,,400974f4c14e78c9f0ea2660748e3b6d5253c350,bfloat16,6.124,CohereForCausalLM,Original,FINISHED,2024-09-15 14:40:25,fine-tuned,8097825,2025-01-16T02:19:21.728040,True,CultriX
AI4free/Dhanishtha,,56f9c2845ae024eb8b1dd9ea0d8891cbaf33c596,bfloat16,8.03,MistralForCausalLM,Original,FINISHED,2024-09-12 01:32:18,🔶 : 🔶 fine-tuned on domain-specific datasets,14596957,2024-11-27T13:22:07.575345,False,Amaorynho
CultriX/SeQwence-14Bv3,,b9848575c8731981dfcf2e1f3bfbcb917a2e585d,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2025-03-02 20:59:08,merge,10146182,2024-12-25T21:43:20.695066,True,
BAAI/Infinity-Instruct-3M-0613-Mistral-7B,,1c5d6cb4b4b890acbd3c3d69e22c256f8146ab48,bfloat16,12.248,GPT2LMHeadModel,Original,FINISHED,2025-02-06 01:31:26,fine-tuned,8898352,2025-01-15T04:09:53.715063,True,CombinHorizon
DeepMount00/Llama-3-COT-ITA,,6f46a8f97ffe0f294e48b03e557c8ee8079de88c,bfloat16,12.248,LlamaForCausalLM,Original,FINISHED,2024-11-19 05:11:13,merge,10064156,2025-03-05T14:56:38.816015,False,Danielbrdz
CreitinGameplays/Mistral-Nemo-12B-R1-v0.1,,8143e34e77a49a30ec2617c5c9cc22cb3cda2287,bfloat16,8.829,LlamaForCausalLM,Original,FINISHED,2025-02-14 23:06:43,merge,14377917,,False,Ahmedhany216
DavidAU/L3-Dark-Planet-8B,,56dbbb4f972be887e5b57311a8a32e148e98d154,float16,0.124,Qwen2ForCausalLM,Original,FAILED,2024-12-29 16:21:19,🔶 : 🔶 fine-tuned on domain-specific datasets,14596948,2024-11-27T20:00:03.477606,True,AALF
CultriX/Qwen2.5-14B-Hyperionv4,,08e1e1ab428a591e74d849ff30bd8766474205bf,float16,8.03,LlamaForCausalLM,Original,FINISHED,2024-12-29 02:23:54,merge,14753575,2024-07-26T06:50:08.460944,False,Daemontatox
Danielbrdz/Barcenas-Llama3-8b-ORPO,,edf2840350e7fd55895d9df560b489ac10ecb95e,bfloat16,19.022,LlamaForCausalLM,Original,FINISHED,2024-11-27 09:35:54,🟢 : 🟢 pretrained,8828651,2024-11-25T22:31:02.565212,False,Danielbrdz
CultriX/Qwen2.5-14B-Brocav6,,ab34f2688e2254de4d73a580e1f8abb4a744c891,bfloat16,2.506,Qwen2ForCausalLM,Original,FAILED,2024-06-12 12:06:45,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",10690918,2024-08-12T16:11:50.315199,False,Daemontatox
01-ai/Yi-34B,,9ff20f5dd427e751ada834319bfdd9ea60b5e89c,bfloat16,12.248,MistralForCausalLM,Original,FINISHED,2025-03-10 02:12:07,🤝 : 🤝 base merges and moerges,14752973,2024-07-22T11:06:12.036422,False,DavidAU
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,DUAL-GPO/zephyr-7b-dpo-new-lora-v1-merged,5e908f66db8b042c7d9e92c38d21cc3fbebcab65,float16,34.389,LlamaForCausalLM,Original,FINISHED,2024-11-06 14:36:50,fine-tuned,8095669,2025-02-28T13:15:55.546514,False,Daemontatox
CohereForAI/aya-expanse-32b,,ed3eaa89db452e0c8dfad1a159f4d08578cfc787,float16,10.67,LlamaForCausalLM,Original,FINISHED,2025-02-27 21:50:01,fine-tuned,8095667,2025-01-27T20:09:01.613292,True,PocketDoc
BramVanroy/fietje-2-chat,,8a908eadce5fc13ddedab2c854433245de430e41,bfloat16,6.061,LlamaForCausalLM,Original,FAILED,2024-09-12 01:31:57,merge,5777963,2024-08-06T08:18:37.581059,True,legolasyiu
CultriX/Qwen2.5-DeepHyper,alpindale/Mistral-7B-v0.2-hf,38d5fbbe1d1201a03c425e0646ce15f5dfc27c12,bfloat16,8.829,LlamaForCausalLM,Original,FINISHED,2024-10-06 16:43:15,🔶 : 🔶 fine-tuned on domain-specific datasets,-1,2025-01-30T11:13:13.199725,True,BlackBeenie
Danielbrdz/Barcenas-14b-phi-4-v2,,fcd6c9a1d0f6acc5bffc7df72cd8e996a9573937,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2024-08-29 07:17:11,merge,14690927,2024-06-16T17:26:08.455358,False,pszemraj
CombinHorizon/YiSM-blossom5.1-34B-SLERP,,cc054cf5953252d0709cb3267d1a85246e489e95,bfloat16,24.942,Qwen2ForCausalLM,Original,FINISHED,2025-01-21 06:15:14,fine-tuned,9335418,2024-09-02T13:15:57.355955,False,Chan-Y
Daemontatox/Zirel-7B-Math,,dbb6106453cedda4277e6bff2c86edd154d29946,bfloat16,1.236,Qwen2ForCausalLM,Original,FAILED,2025-02-15 22:45:46,🤝 : 🤝 base merges and moerges,8095124,2024-12-02T20:10:25.427471,True,
CultriX/Qwen2.5-14B-Hyperionv5,,69f38a595090ce6ba154b21d9d8b4c690f02b74e,bfloat16,14.766,LlamaForCausalLM,Original,FAILED,2024-09-22 01:21:06,fine-tuned,14598127,2025-03-03T08:14:36.471621,True,adamog234
0-hero/Matter-0.2-7B-DPO,,d573ad0cdb0ccfc194bc9c65dd81912dffeb1d35,float16,7.294,LlamaForCausalLM,Original,FINISHED,2025-01-01 02:43:47,fine-tuned,9555067,2024-07-25T19:13:14.210166,True,bedio
DavidAU/Gemma-The-Writer-J.GutenBerg-10B,,5e0d3bc7ca705a41f897a870efd4ff6ce455e20c,bfloat16,7.616,LlamaForCausalLM,Original,FAILED,2025-01-09 23:14:01,fine-tuned,14596843,2024-09-20T03:29:18.204391,True,
007ankit/mergekit-ties-xxazzps,,1af27994df1287a7fac1b10d60e40ca43a22a385,bfloat16,0.101,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 02:15:26,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14756298,2024-12-11T01:38:07.838483,False,Ahdoot
DUAL-GPO/zephyr-7b-dpo-0k-15k-i1-merged,,883dafbff4edb8c83ef58a33413d4e09e922a53d,bfloat16,7.616,MixtralForCausalLM,Original,FINISHED,2024-10-09 13:23:55,fine-tuned,7797983,2024-08-12T11:20:10.966718,False,Darkknight535
DavidAU/DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,,9daa0a45fa8c4018b7fd19e3ccfeea3ca39fc04b,bfloat16,3.213,LlamaForCausalLM,Original,FINISHED,2024-08-05 10:17:58,chat,13957039,2024-11-23T05:02:29.838630,True,
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,,0a590a4c6ec9ea7ba74a6eb91927b68accc9bb91,float16,8.03,Gemma2ForCausalLM,Original,FAILED,2024-12-23 19:32:30,🤝 : 🤝 base merges and moerges,13522334,2024-06-17T10:53:22.862324,False,
Deci/DeciLM-7B,,d40847d2981b588690c1dc21d5157d3f4afb2978,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-09-10 03:31:50,🔶 : 🔶 fine-tuned on domain-specific datasets,14691859,2024-10-29T02:37:31.514034,True,CarrotAI
CultriX/Qwen2.5-14B-Hyperionv3,,7e82a272468b192ca0afcc44e70c648357d30a73,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-10-24 19:30:00,🔶 : 🔶 fine-tuned on domain-specific datasets,14752974,2025-02-18T16:46:54.721747,True,
Daemontatox/AetherPIXTRAL,,542bfbd2e6fb25ecd11b84d956764eb23233a034,bfloat16,14.766,Gemma2ForCausalLM,Original,FINISHED,2025-02-16 05:55:47,fine-tuned,14752982,2025-03-08T21:32:32.865356,True,Alsebay
CausalLM/34b-beta,Llama-2-7b-chat-hf,26fc8daed2a8e4ccf3c6b46622e8248e79196b31,bfloat16,3.086,LlamaForCausalLM,Original,FINISHED,2025-01-16 00:59:17,fine-tuned,14681181,2024-12-27T07:27:31.923843,True,CombinHorizon
01-ai/Yi-34B-Chat,,4c626138c9f4e0c3eafe74b2755eb89334c7ca59,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2025-01-11 06:28:36,🔶 : 🔶 fine-tuned on domain-specific datasets,14749779,2024-08-12T14:35:12.310684,True,
BlackBeenie/llama-3-luminous-merged,,e0b1e5ec44b5dac34aa3bf99e0faf7c6c3f1390f,bfloat16,8.829,LlamaForCausalLM,Original,FINISHED,2025-01-19 11:45:05,🔶 : 🔶 fine-tuned on domain-specific datasets,14395507,2024-08-12T16:14:26.169137,True,BlackBeenie
Daemontatox/Cogito-Ultima,,73c3a7bb1d8bc33dbfb1418f607e115a61d6720a,float16,16.537,Gemma2ForCausalLM,Original,FINISHED,2025-02-15 20:46:59,pretrained,5777953,2024-12-20T06:45:48.582657,False,CultriX
Cran-May/merge_model_20250308_3,,fa00543296f2731793dfb0aac667571ccf1abb5b,bfloat16,10.67,LlamaForCausalLM,Original,FAILED,2025-01-11 06:24:08,merge,8673456,2025-02-24T03:15:47.610372,False,BoltMonkey
01-ai/Yi-Coder-9B-Chat,,cde6f0126310f38b6781cc26cdb9a02416b896b9,bfloat16,32.76,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 14:29:39,fine-tuned,5780183,2025-02-06T06:56:11.625422,True,Daemontatox
BrainWave-ML/llama3.2-3B-maths-orpo,AiMavenAi/AiMaven-Prometheus,bf8266f0b2e558c7be2eddbd06cdcb71f071b48f,float16,14.766,Qwen2Model,Original,FINISHED,2025-03-07 19:52:47,🔶 : 🔶 fine-tuned on domain-specific datasets,8767959,2024-12-29T05:20:05.470773,True,Daemontatox
Azure99/blossom-v5.1-9b,,771924d1c83d67527d665913415d7086f11ea9c0,bfloat16,7.616,LlamaForCausalLM,Original,FINISHED,2025-03-05 10:42:57,merge,13669695,2025-01-06T12:29:54.169990,False,Cran-May
DeepAutoAI/d2nwg_causal_gpt2,,de6e80a0df81488866124ceb725de64cc10d8b7e,float16,14.66,Qwen2ForCausalLM,Original,FAILED,2024-09-19 03:33:26,fine-tuned,14691861,2024-08-12T16:16:06.056231,False,CombinHorizon
CultriX/SeQwence-14Bv2,,9ffc8a60fa1b88ccaf6fbb799070c03d53454542,float16,7.616,?,Original,FAILED,2024-06-12 12:26:55,merge,14767815,2025-01-19T18:37:13.241280,False,PocketDoc
BAAI/Infinity-Instruct-3M-0625-Mistral-7B,,10e2f6bd3bb254f7e4e6857ab2799aaa9c855876,float16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-06-28 00:54:22,🔶 : 🔶 fine-tuned on domain-specific datasets,13522971,2024-12-07T04:23:46.082534,True,ggbetz
BlackBeenie/mistral-7b-cot-neftune-v0.1,,89dedd479d5cd0be75d1ca638ec3b44440d13411,bfloat16,10.67,LlamaForCausalLM,Original,FINISHED,2025-02-28 13:06:59,🔶 : 🔶 fine-tuned on domain-specific datasets,9556023,2024-10-25T10:57:13.007307,True,
Deci/DeciLM-6b,,4a1c28ee08d98008b5ec2b7bf774d608586fcc88,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2024-11-02 18:23:20,🤝 : 🤝 base merges and moerges,8095293,2024-09-21T15:23:21.155659,False,DavieLion
DavidAU/MN-Rocinante-18.5B-v1.1-Instruct,mistralai/Mistral-7B-v0.1,b7dd53b35d0c7c9e162cd336f5c9d8a13dbf6992,4bit,7.042,LlamaForCausalLM,Original,FINISHED,2024-11-18 19:32:54,merge,8896304,2024-09-14T23:06:28.860170,False,Cran-May
