model,base_model,revision,precision,params,architectures,weight_type,status,submitted_time,model_type,job_id,job_start_time,use_chat_template,sender
01-ai/Yi-Coder-9B-Chat,,7d86cfe7522a080853a6c25f7115fa5106c9d671,bfloat16,12.248,MistralForCausalLM,Original,FINISHED,2024-08-05 10:17:58,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8615199,2025-03-10T02:44:16.033362,False,
01-ai/Yi-9B,,44d6f26fa7e3b0d238064d844569bf8a07b7515e,bfloat16,7.242,MistralForCausalLM,Original,FINISHED,2024-06-26 21:28:41,multimodal,9179924,2025-02-23T19:58:52.293157,True,nlpguy
DavieLion/Llama-3.2-1B-SPIN-iter0,,71884e96b88f6c86fca3a528ddf71c7745cb1d76,bfloat16,3.0,LlamaForCausalLM,Original,FINISHED,2024-09-21 07:18:10,chat,10842460,2024-09-27T17:05:52.499574,True,SuperNintendoChalmers
Columbia-NLP/LION-LLaMA-3-8b-dpo-v1.0,,280c912c90dbeedb330cd3283cbf665fb7ff7578,bfloat16,4.513,LlamaForCausalLM,Original,FINISHED,2024-09-25 15:33:35,merge,14377917,2024-12-18T04:23:49.378537,True,
Danielbrdz/Barcenas-14b-phi-4-v2,,dc926f98d650feb02c83949f21a4db419c135470,float16,8.414,LlamaForCausalLM,Original,FINISHED,2024-09-05 02:59:40,🔶 : 🔶 fine-tuned on domain-specific datasets,14744210,2024-10-08T09:24:50.017242,True,DavidAU
DavidAU/L3-SMB-Instruct-12.2B-F32,,89dedd479d5cd0be75d1ca638ec3b44440d13411,bfloat16,3.213,Qwen2ForCausalLM,Original,FINISHED,2024-10-04 20:36:33,🤝 : 🤝 base merges and moerges,8899972,2024-11-27T09:40:42.032145,False,adamog234
CultriX/SeQwence-14B-EvolMergev1,,5ede1e388b6b15bc06acd364a8f805fe9ed16db9,float16,1.236,MistralForCausalLM,Original,FINISHED,2025-03-08 20:35:44,🔶 : 🔶 fine-tuned on domain-specific datasets,8920161,2025-01-31T08:20:24.319712,False,Darkknight535
Daemontatox/Cogito-Maximus,,c31f7ec7d25d4ef3d3f631029e52d57af89511b5,bfloat16,72.706,LlamaForCausalLM,Original,FINISHED,2024-06-27 08:08:58,merge,14745485,2025-01-30T11:06:50.449610,True,
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,,e82be0389bfcecd1998dba1c3bb35b8d95d01bf2,bfloat16,8.829,LlamaForCausalLM,Original,FINISHED,2024-11-25 22:32:09,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14370317,2024-07-25T14:55:19.679843,True,Cran-May
Anoshor/fine-tuned-model,,48504799d009b4e1b29e6d2948a7cde68acdc3b0,bfloat16,8.03,MistralForCausalLM,Original,FAILED,2024-09-20 16:17:40,🤝 : 🤝 base merges and moerges,9278994,2025-02-06T06:56:11.625422,False,
ContactDoctor/Bio-Medical-MultiModal-Llama-3-2-11B-V7,,5e4deeeb286b7a2e35a6d16989e64df860f7f4e5,bfloat16,3.861,LlamaForCausalLM,Original,FINISHED,2024-06-12 12:07:11,fine-tuned,14749778,2024-08-12T16:19:02.507667,False,andresparraguirado
Alibaba-NLP/gte-Qwen2-7B-instruct,,3da400d648b198211c81f61421bdcefac8073506,float16,3.821,Qwen2ForCausalLM,Original,FINISHED,2024-12-29 08:41:54,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14596843,2025-03-09T01:03:41.047157,True,CultriX
AI-Sweden-Models/Llama-3-8B-instruct,Qwen/Qwen2-1.5B-Instruct,d90f6e36584dc9b367461701e83c833bdeb736f2,bfloat16,1.236,LlamaForCausalLM,Original,FAILED,2024-10-29 02:35:25,🔶 : 🔶 fine-tuned on domain-specific datasets,14004429,2024-09-29T17:09:29.223744,False,
Daemontatox/Qwen2.5-Coder-32B-Instruct,,4754976361b6f11107115121ff8bcb942c9b8b7e,bfloat16,1.236,MistralForCausalLM,Original,FAILED,2024-11-15 07:46:29,🔶 : 🔶 fine-tuned on domain-specific datasets,13611239,2025-02-28T13:31:04.232143,False,Delta-Vector
DeepMount00/Lexora-Lite-3B,,8e3b11520917ddb457cdabaf802a622e251b632b,bfloat16,-1.0,MixtralForCausalLM,Original,FINISHED,2024-10-09 13:18:46,fine-tuned,8094558,2024-12-25T04:28:54.595464,True,Daemontatox
CultriX/Qwen2.5-14B-Ultimav2,,116561dfae63af90f9d163b43077629e0e916bb1,bfloat16,7.231,LlamaForCausalLM,Original,FINISHED,2025-01-01 16:48:29,🔶 : 🔶 fine-tuned on domain-specific datasets,14016385,2024-10-28T14:21:46.731336,True,CultriX
Daemontatox/EyeofHorus,,f32b204a85eb0145e42e5e1df0c6d91a901af0c3,bfloat16,34.389,Qwen2ForCausalLM,Original,FINISHED,2025-01-19 11:31:33,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",13995571,2025-02-27T21:57:16.547690,False,
Dans-DiscountModels/Dans-MemoryCore-CoreCurriculum-TestLora-1,,1d2597e73ce81c7aec291343e84da2cd9e37e126,bfloat16,8.03,LlamaForCausalLM,Original,FAILED,2024-12-25 04:25:37,merge,14752976,2024-12-11T14:31:12.727997,False,adamog234
Azure99/blossom-v5.1-9b,,82e9951d78355fd6b37c2a54778df2948e1b52a9,bfloat16,103.811,Qwen2ForCausalLM,Original,FAILED,2024-12-27 07:25:27,🔶 : 🔶 fine-tuned on domain-specific datasets,8771911,2025-03-02T22:13:14.719654,True,bedio
BasiliskLabs/Sovereign-0.1-72B,,029d84d4f4a618aa798490c046753b12801158e2,bfloat16,3.397,Qwen2ForCausalLM,Original,FINISHED,2024-12-24 05:57:17,chat,14691768,2025-02-06T05:13:00.190513,False,
Anoshor/prism-tuned,,0a94c7ddb196107e8bf1b02e31488ff8c17b9eb3,bfloat16,10.034,MixtralForCausalLM,Original,FINISHED,2024-11-11 13:33:08,🤝 : 🤝 base merges and moerges,10885347,2024-12-18T02:01:35.203757,True,hyxmmm
Dans-DiscountModels/Dans-Instruct-CoreCurriculum-12b-ChatML,,5ce57ccc371abb5104d7a7600e7fd3997bbc7b9f,bfloat16,32.76,MllamaForConditionalGeneration,Original,FINISHED,2024-10-25 19:40:22,continuously pretrained,14694953,2024-12-11T14:37:00.531719,True,Cran-May
1TuanPham/T-VisStar-7B-v0.1,,b5f0a72d981b5b2c6bd6294093c6956d88477a3e,bfloat16,14.77,LlamaForCausalLM,Original,FINISHED,2024-09-04 08:27:30,fine-tuned,14586837,2024-12-23T23:37:12.226364,True,legolasyiu
Delta-Vector/Control-8B,,554e931a1b7e72689bdf044f8507e319e4b722e7,float16,6.893,LlamaForCausalLM,Original,FINISHED,2024-12-13 09:43:51,fine-tuned,14690867,2024-10-04T09:02:59.059635,False,DeepMount00
Delta-Vector/Baldur-8B,,0429951eb30ccdfff3515e711aaa7649a8a7364c,bfloat16,7.613,MistralForCausalLM,Original,FINISHED,2025-03-10 02:24:38,merge,8774168,2024-09-12T14:13:14.727004,False,
01-ai/Yi-34B-200K,,22dd37b5d3b433069b1685d6b1f01035e3c4a817,bfloat16,34.981,GemmaForCausalLM,Original,FAILED,2025-01-11 06:26:01,🔶 : 🔶 fine-tuned on domain-specific datasets,5777963,2024-10-28T19:11:30.377732,False,Aurel9
Daemontatox/PathfinderAI,,9ffc8a60fa1b88ccaf6fbb799070c03d53454542,bfloat16,7.242,MllamaForConditionalGeneration,Original,FINISHED,2025-01-26 18:45:10,chat,9567420,2025-01-16T12:14:31.600764,True,Aryanne
Davidsv/SUONG-4,,f30737e92b3a3fa0ef2a3f3ade487cc94ad34400,float16,32.764,LlamaForCausalLM,Original,FINISHED,2025-03-10 02:27:34,fine-tuned,7812958,2024-10-13T12:04:02.126544,False,DavieLion
Daemontatox/ReasonTest,,0e7dac17e39f161865e1dd76602295201415608f,bfloat16,8.0,LlamaForCausalLM,Original,FAILED,2024-07-01 16:34:44,fine-tuned,8904491,2025-03-09T04:20:11.555434,True,noname0202
BAAI/OPI-Llama-3.1-8B-Instruct,,e373a84c38c369967edd4ba037d24dba7cb35738,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2025-01-19 10:48:26,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",10064602,2024-09-02T13:36:00.187780,True,Daemontatox
Azure99/Blossom-V6-32B,,1601d6b025b4a5d58cbe373e59da1626e5ff0da5,float16,1.236,LlamaForCausalLM,Original,FAILED,2025-02-28 13:04:00,🔶 : 🔶 fine-tuned on domain-specific datasets,7797977,2024-12-29T05:23:10.977615,False,
Baptiste-HUVELLE-10/LeTriomphant2.1_ECE_iLab,,9a64907f1cba7c950cc4cb02ea817da50f6fe6ab,bfloat16,7.616,Qwen2ForCausalLM,Original,FINISHED,2024-12-07 05:21:49,🤝 : 🤝 base merges and moerges,14692929,2025-02-06T07:48:59.202507,False,
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,,e0f4941349664a75ddd03e4d2c190284c951e54b,float16,3.213,LlamaForCausalLM,Original,FAILED,2024-09-05 00:00:36,merge,13624487,2024-12-07T05:23:34.450473,True,Daemontatox
Daemontatox/Zireal-R1,,ac6f1c0b756412163e17cb05d9e2f7ced274dc12,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:06:28,merge,10756945,2025-03-10T02:35:42.174853,True,CultriX
DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,,645db1cf8ad952eb57854a133e8e15303b898b04,bfloat16,8.03,MistralForCausalLM,Original,FINISHED,2024-10-24 16:30:45,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",13489903,2025-03-09T03:41:06.895369,False,SuperNintendoChalmers
BrainWave-ML/llama3.2-3B-maths-orpo,,20397f6cafc09c2cb74f105867cd99b3c68c71dc,float16,7.616,Qwen2ForCausalLM,Original,FINISHED,2024-12-23 05:53:57,chat,13651598,2024-08-12T12:30:23.460571,True,adamog234
AnimateBow4809/test,,412099bb6f570707a3a6ee311bfeb93a204c1b7b,bfloat16,8.03,PhariaForCausalLM,Original,FINISHED,2024-12-07 05:18:45,🤝 : 🤝 base merges and moerges,14694962,2025-01-06T12:29:54.169990,True,alozowski
Daemontatox/ZwZ_32B,,6cc7116cdea757635dba52bb82a306654d118e77,float16,8.03,LlamaForCausalLM,Adapter,FINISHED,2025-03-10 02:22:24,merge,5778450,2025-03-09T21:11:38.618447,True,Daemontatox
Daemontatox/ZwZ2_32B,,5316ff209ced432a86bec9c8de4d028b27269318,bfloat16,27.227,Gemma2ForCausalLM,Original,FAILED,2024-09-10 03:31:50,🤝 : 🤝 base merges and moerges,14752983,2024-09-02T14:18:14.062834,True,BlackBeenie
AIJUUD/QWEN2_70B_JUUD_V2,,f9fe98f490411181a2310bad039206514a724318,bfloat16,70.554,Qwen2Model,Original,FAILED,2024-06-26 18:13:04,🔶 : 🔶 fine-tuned on domain-specific datasets,8094575,2024-07-18T11:02:29.686523,False,legolasyiu
DRXD1000/Phoenix-7B,,bf8266f0b2e558c7be2eddbd06cdcb71f071b48f,float16,14.766,LlamaForCausalLM,Original,FINISHED,2024-10-08 09:22:08,🔶 : 🔶 fine-tuned on domain-specific datasets,14689407,2024-12-06T14:16:19.647831,True,Daemontatox
Davidsv/SUONG-2,,5e0d3bc7ca705a41f897a870efd4ff6ce455e20c,bfloat16,7.294,LlamaForCausalLM,Original,FINISHED,2024-06-12 12:27:15,🤝 : 🤝 base merges and moerges,8897649,,False,adamog234
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.1.1,,97a87606addb28c1d76d27cca5e5485c1dbff4e3,float16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-08-05 19:40:36,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8095671,2025-01-13T12:08:10.510852,False,
DavidAU/DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,,bc1a37920fb5e3cb64a71a4deda649f33fecb95d,bfloat16,34.389,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 02:26:14,🔶 : 🔶 fine-tuned on domain-specific datasets,13624499,2025-02-28T20:35:00.103735,False,nlpguy
Amaorynho/BBAI_375,,1ef586b983a01fe9bd2a1d311e411f8fd2db825d,bfloat16,12.248,Qwen2ForCausalLM,Original,FINISHED,2024-12-31 19:50:52,fine-tuned,14364378,2024-07-25T11:39:24.302471,False,ClaudioItaly
DeepAutoAI/causal_gpt2,,688f1a4c3c69fe9c6440cad7919ab602ae61fa39,float16,34.389,Qwen2ForCausalLM,Original,FINISHED,2024-08-27 07:43:00,chat,14767764,2024-10-04T14:43:41.700670,False,Delta-Vector
DavidAU/DeepSeek-Grand-Horror-SMB-R1-Distill-Llama-3.1-16B,,27f15219df2000a16955c9403c3f38b5f3413b3d,float16,8.028,Qwen2ForCausalLM,Original,FINISHED,2024-10-24 19:30:00,🔶 : 🔶 fine-tuned on domain-specific datasets,14414273,2025-01-21T06:19:05.190599,True,Azure99
CoexistAI/deep_ft_r3_hf_16bit,,ecd140c95985b4292c896e25a94a7629d2924ad1,bfloat16,8.987,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 13:25:57,🔶 : 🔶 fine-tuned on domain-specific datasets,5781281,2024-11-21T12:33:28.417944,True,nlpguy
4season/final_model_test_v2,mistralai/Mistral-7B-v0.1,9b48520ec1a777be0f1fd88f95454d85ac568407,bfloat16,14.766,T5ForConditionalGeneration,Original,FAILED,2024-12-23 19:32:30,🔶 : 🔶 fine-tuned on domain-specific datasets,14409441,2024-12-25T20:34:14.918259,True,lole25
Columbia-NLP/LION-Gemma-2b-odpo-v1.0,,26fc8daed2a8e4ccf3c6b46622e8248e79196b31,bfloat16,32.764,Qwen2ForCausalLM,Original,FAILED,2025-01-11 04:12:30,merge,10060136,2024-08-12T16:10:35.450883,False,amazingvince
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,,28b21c433dc11d24dbe570f3e53ae8354fca250f,float16,1.777,LlamaForCausalLM,Original,FINISHED,2024-12-05 18:36:30,🔶 : 🔶 fine-tuned on domain-specific datasets,13669695,2024-10-09T13:20:45.338537,True,DavidAU
AbacusResearch/Jallabi-34B,,7bc5a97a4faf8de6554255a287f76b1841f8572f,bfloat16,32.764,GemmaForCausalLM,Adapter,FINISHED,2025-03-10 02:16:43,merge,14679878,2024-08-12T10:48:53.963232,True,DavidAU
Daemontatox/PathFinderAI4.0,,ef5c5f13ab01d574ee0512d618b41177fec19a66,bfloat16,34.389,LlamaForCausalLM,Original,FINISHED,2024-12-06 14:13:34,chat,8720766,2025-01-19T11:32:30.039503,True,Daemontatox
CYFRAGOVPL/PLLuM-8x7B-base,,a207b871d09091847f806a51c2ec879ce91c6040,float16,8.494,T5ForConditionalGeneration,Original,FINISHED,2024-07-07 10:54:28,chat,11011639,2024-09-05T02:37:49.963702,False,AINovice2005
DevQuasar/DevQuasar-R1-Uncensored-Llama-8B,NovaSky-AI/Sky-T1-32B-Preview,c1d59d3bc93d7ae4816800e37333f375e1debabf,bfloat16,32.764,Qwen2ForCausalLM,Original,FINISHED,2024-10-18 01:28:50,🔶 : 🔶 fine-tuned on domain-specific datasets,13489650,2025-02-28T10:13:17.347000,False,euclaise
Delta-Vector/Holland-4B,,2c95189201f94c64fcf4c9a7edc4777741f18999,bfloat16,1.236,Qwen2ForCausalLM,Original,FINISHED,2025-03-09 03:34:33,🤝 : 🤝 base merges and moerges,8097285,2024-08-12T11:18:42.888139,False,Aashraf995
AuraIndustries/Aura-8B,,157a3d77ab5a8a8f079510eaa25169b547481f06,bfloat16,8.03,MistralForCausalLM,Original,FINISHED,2024-09-03 19:35:14,fine-tuned,14692711,2024-12-24T05:19:16.879538,True,Ateron
CombinHorizon/huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,CultriX/Qwen2.5-14B-Hyperionv3,b91871dcd31fe2e445c233a449d021b47ebfe1fb,float16,7.616,Qwen2ForCausalLM,Original,FINISHED,2025-02-28 13:08:27,fine-tuned,14691796,2024-09-30T08:31:51.251378,True,CultriX
DavidAU/QwQ-35B-Eureka-Cubed,,e32bfdb8f5ac6f0fb644a1fcf91b0b82cadba260,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2024-10-28 12:54:24,fine-tuned,9556023,2024-10-19T10:52:23.643442,False,adamog234
ClaudioItaly/Evolutionstory-7B-v2.2,,b4ec9078ac753553851a2bf80e517bcea6a0e5fc,bfloat16,8.414,?,Original,FAILED,2025-03-09 03:33:52,fine-tuned,7811258,,True,Amu
Aashraf995/QwenStock-14B,,edd481ba969388f951af26d4a256538d02355342,float16,8.03,CustomQwen2Model,Original,FINISHED,2024-12-29 05:22:21,merge,8160358,2024-09-14T23:06:28.860170,True,DeepMount00
Daemontatox/Cogito-Ultima,,523790b424a66cfcbef03bfb360686d7e51d81c0,bfloat16,7.616,Qwen2ForCausalLM,Original,FAILED,2024-07-08 15:50:51,🟢 : 🟢 pretrained,13522971,2024-10-06T16:38:48.262592,True,CombinHorizon
01-ai/Yi-1.5-9B-Chat,,66c848c4526d3db1ec41468c0f73ac4448c6abe9,float16,10.67,Qwen2ForCausalLM,Original,FINISHED,2024-09-30 08:30:36,fine-tuned,10064156,,False,DeepMount00
01-ai/Yi-1.5-34B-Chat-16K,,9f43ad41542be56f6a18f31bfa60086318735ed5,bfloat16,34.389,LlamaForCausalLM,Original,FAILED,2024-07-07 10:53:15,fine-tuned,8894258,2024-11-20T09:08:21.002399,True,Arthur-LAGACHERIE
Alsebay/Qwen2.5-7B-test-novelist,,9bb64444dcd4d306619ac29bcb32d29299238373,bfloat16,1.777,MistralForCausalLM,Original,FAILED,2024-09-14 04:37:52,fine-tuned,10196618,2025-01-01T02:45:27.262105,True,bedio
Daemontatox/Zirel_32B,,3ec46616f5b34821b3b928938931295f92e49213,bfloat16,10.159,MistralForCausalLM,Original,FINISHED,2025-01-16 15:20:40,🔶 : 🔶 fine-tuned on domain-specific datasets,8096720,2024-12-27T07:27:31.923843,True,BlackBeenie
CultriX/Qwen2.5-14B-partialmergept1,,08e1e1ab428a591e74d849ff30bd8766474205bf,float16,7.616,T5ForConditionalGeneration,Original,FINISHED,2025-03-02 22:02:46,merge,14394792,2025-03-03T08:14:36.471621,False,AALF
DeepMount00/Lexora-Medium-7B,,e9d7396bc0fa3d1ff4c1f4b1a0d81a1d1a7e977c,bfloat16,8.829,LlamaForCausalLM,Original,FAILED,2024-09-14 22:52:14,fine-tuned,7818173,2025-01-19T11:46:14.252748,False,Daemontatox
BramVanroy/GEITje-7B-ultra,,542bfbd2e6fb25ecd11b84d956764eb23233a034,float16,8.03,Qwen2ForCausalLM,Original,FAILED,2024-08-05 19:30:54,🔶 : 🔶 fine-tuned on domain-specific datasets,8095844,2025-02-26T18:58:46.784704,True,alozowski
Aurel9/testmerge-7b,,79e1b4ba9fc13f3a3c4dafc1ef2228e3655e9506,bfloat16,70.554,DeciLMForCausalLM,Original,FINISHED,2025-03-08 20:41:24,🔶 : 🔶 fine-tuned on domain-specific datasets,10885426,2025-02-18T15:45:32.032626,True,PocketDoc
Cran-May/SCE-3-24B,,0afb7cc74a94f11f2695dc92788cdc6e28325f9c,bfloat16,8.03,MistralForCausalLM,Original,FAILED,2024-09-16 18:17:04,🔶 : 🔶 fine-tuned on domain-specific datasets,14749719,2024-08-06T08:18:37.581059,True,1TuanPham
CultriX/Qwen2.5-14B-Broca,,7079c4e915e6f549df9f1c3fa3a3260f9a835f48,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2025-03-10 23:39:57,chat,14613957,2024-09-09T12:41:50.396493,False,SuperNintendoChalmers
Ba2han/Llama-Phi-3_DoRA,,ec151d218a24031eb039d92fb83d10445427efc9,bfloat16,3.086,LlamaForCausalLM,Original,FINISHED,2025-03-02 21:59:38,chat,7817381,2025-02-28T13:35:04.108827,False,DavidAU
1-800-LLMs/Qwen-2.5-14B-Hindi,,39e655b61e11cd9a53529c6bdf0e6357b5be6b2c,float16,12.248,Qwen2ForCausalLM,Original,FINISHED,2024-08-29 07:25:09,chat,13995560,2024-09-16T18:18:14.700692,True,Amu
AGI-0/Artificium-llama3.1-8B-001,,db4ae3d7b608fd0e7490d2fcfa0436e56e21af33,float16,2.786,LlamaForCausalLM,Original,FINISHED,2024-11-02 18:23:20,🤝 : 🤝 base merges and moerges,14694223,2024-09-04T10:35:25.610964,False,adamog234
Cran-May/merge_model_20250308_3,,bf30739316ceac4b624583a27ec96dfc401179e8,bfloat16,2.506,LlamaForCausalLM,Original,FAILED,2024-09-09 12:40:15,fine-tuned,8138528,2025-01-19T18:37:13.241280,False,DavidAU
0-hero/Matter-0.2-7B-DPO,,c716f5dc63c3d82b185cbac27f6fafd970131db3,bfloat16,32.764,LlamaForCausalLM,Original,FAILED,2025-02-28 20:31:33,🔶 : 🔶 fine-tuned on domain-specific datasets,14749777,2024-09-18T02:06:49.727324,True,Ateron
BoltMonkey/DreadMix,,9e4d1b42ed8e2ebd64929871309cd04b99e3dbaa,bfloat16,10.034,MistralForCausalLM,Original,FINISHED,2025-03-09 03:36:39,pretrained,8888822,2025-02-28T13:47:09.231850,True,CultriX
DavieLion/Llama-3.2-1B-SPIN-iter2,,8bf0e31b23ee22858bbde2cee44dde88963f5084,bfloat16,1.236,LlamaForCausalLM,Original,FINISHED,2025-03-02 22:01:26,🤝 : 🤝 base merges and moerges,14614537,2025-01-13T11:37:51.598556,True,Daemontatox
DavidAU/Gemma-The-Writer-N-Restless-Quill-V2-Enhanced32-10B-Uncensored,,a310eb51c1cdcd4217e2aa303f7aac938dcc9ae1,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-10-17 04:57:51,fine-tuned,14364358,2024-07-28T12:11:28.034859,False,CombinHorizon
Daemontatox/NemoR,,0429951eb30ccdfff3515e711aaa7649a8a7364c,bfloat16,32.764,LlamaForCausalLM,Original,FINISHED,2025-02-19 09:20:55,fine-tuned,13522320,2024-12-23T17:09:55.618924,False,Corianas
CultriX/Qwen2.5-14B-Brocav6,,4faa0ebc54beab39e1f044af1fee3ce44d9b8755,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2024-10-09 13:19:58,fine-tuned,14359218,2025-02-18T16:46:54.721747,True,DavieLion
Danielbrdz/Barcenas-27b,,104d5e9f5df50c0782ff1a830f7ec3c4943210f3,bfloat16,2.795,LlamaForCausalLM,Original,FINISHED,2024-09-12 01:31:26,🔶 : 🔶 fine-tuned on domain-specific datasets,9334853,2024-09-14T22:53:28.999830,True,BlackBeenie
CultriX/Qwen2.5-14B-Wernickev3,,69f38a595090ce6ba154b21d9d8b4c690f02b74e,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2024-09-11 14:05:28,merge,8464772,2024-12-30T13:48:32.567086,False,Daemontatox
Aryanne/SuperHeart,,ae511fd6bae53efd2656dd3cc6fc87d0fc56356c,float16,8.03,MixtralForCausalLM,Original,FAILED,2024-08-05 19:32:13,🤝 : 🤝 base merges and moerges,12957229,2024-12-29T07:58:30.665345,False,CombinHorizon
CultriX/Qwestion-14B,,df5320d7ff115f1e39e42506ed86a340eb2d12e0,bfloat16,14.766,Qwen2ForCausalLM,Original,FAILED,2024-11-22 08:04:02,pretrained,10885334,2025-02-06T01:37:14.527794,False,1024m
BAAI/Infinity-Instruct-3M-0613-Llama3-70B,,1138d6b3e3527b75e7331044b1f0589a90667e8d,bfloat16,5.199,LlamaForCausalLM,Original,FINISHED,2024-08-05 19:42:43,merge,7815842,2024-08-12T14:10:10.897901,True,pszemraj
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,,ef1b582a54bf86ee883ea809cf53b6ffcdf8d023,bfloat16,2.506,Qwen2ForCausalLM,Original,FAILED,2025-02-16 05:55:05,chat,10744603,2024-11-10T07:53:24.645954,False,adamog234
CYFRAGOVPL/PLLuM-8x7B-nc-base,,0b1829e4631ff716278c81dac4ed1cab655a3505,float16,20.245,MistralForCausalLM,Original,FINISHED,2025-02-08 00:38:27,🔶 : 🔶 fine-tuned on domain-specific datasets,13995555,2024-10-11T03:39:20.783929,True,DZgas
CultriX/Qwen2.5-14B-Wernicke-SFT,,ae7d23e5f123ed0e6348c8e2704a8ec97eb85cf9,bfloat16,72.706,Qwen2ForCausalLM,Original,FINISHED,2025-02-28 13:07:17,🟩 : 🟩 continuously pretrained,8904836,2024-08-12T22:00:56.888389,False,PerRing
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,,974d5ee685f1be003a1d8d08e907fe672d225035,bfloat16,3.808,LlamaForCausalLM,Original,FINISHED,2024-12-12 11:49:33,merge,14378276,,True,PocketDoc
Azure99/blossom-v5-4b,,eda8b4298365a26c8981316e09427c237b11217f,bfloat16,1.777,LlamaForCausalLM,Original,FINISHED,2025-03-09 04:16:45,fine-tuned,14395561,,False,alozowski
CohereForAI/aya-23-8B,,c9779bd9630a533f7e42fd8effcca69623d48c9c,float16,1.09,Qwen2ForCausalLM,Original,FAILED,2025-03-10 02:12:44,fine-tuned,13487613,2024-12-24T05:57:51.849726,False,BlackBeenie
CohereForAI/aya-23-35B,,a42c86c61b98ca4fdf238d688fe6ea11cf414d29,bfloat16,34.389,Qwen2ForCausalLM,Original,FINISHED,2024-09-21 07:16:01,🤝 : 🤝 base merges and moerges,14694099,2024-07-22T09:54:14.040052,False,
