episode_id,source_path,outcome,num_frames,num_track_points,external_cameras,wrist_camera,cameras_with_2d_tracks,cam2base_calibration,fx,fy,cx,cy,width,height,k1,k2,p1,p2,k3
,AUTOLab/failure/2023-07-08/Sat_Jul__8_10:58:33_2023,,,,"['24400334', '22008760']",18026681,,"{'AUTOLab+5d05c5aa+2023-07-13-11h-25m-24s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_11:25:24_2023', '24400334': [0.28168829212273516, -0.48982425827139536, 0.29958134735889164, -1.9260917296512057, -0.01594116473449625, -0.7112080063957732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6646853620537831, '24400334_source': 'GT', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8207510859405069, '22008760_source': 'GT'}}",,524.4182739257812,640.0441284179688,344.0085754394531,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,"['22008760', '24400334']",,,,531.7801513671875,531.820068359375,640.0441284179688,370.27783203125,1280.0,720.0,0.0,0.0,0.0,0.0,
,,,,960.0,"['22008760', '24400334']",,,,531.861572265625,732.2020874023438,639.7763671875,,1280.0,720.0,0.0,,0.0,,
,,,577.0,,,,,"{'AUTOLab+84bd5053+2023-07-14-16h-46m-05s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:46:05_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8866041058872561, '24400334_source': 'GT', '22008760': [0.16857267182505, 0.5922105878253694, 0.40178021497121824, -2.052150965495084, -0.11817384785896379, -2.618575038691095], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 54075.0, '22008760_source': 'Pred'}}",,732.2020874023438,636.15283203125,370.2779235839844,,,0.0,,,0.0,
,,,,960.0,,18026681,,,524.505859375,524.4701538085938,,344.0086364746094,1280.0,,0.0,,0.0,0.0,
,,,,960.0,"['24400334', '22008760']",,,,531.8558349609375,531.8795166015625,639.7757568359375,344.0086364746094,1280.0,720.0,,0.0,0.0,0.0,0.0
,,failure,,960.0,,,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-21-14h-40m-41s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_14:40:41_2023', '22008760': [0.2544810106537049, 0.81710616305262, 0.39850798124203, -1.771547130906803, 0.022984560108673557, -2.6101066832711513], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9312579552922972, '22008760_source': 'GT', '24400334': [0.09696829957574508, -0.34009720038094843, 0.3088723837216633, -1.9121703133214565, -0.13133111256933683, -0.8399071302911402], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 24932.0, '24400334_source': 'Pred'}}",,531.80712890625,639.7769775390625,365.7880554199219,1280.0,720.0,,0.0,0.0,,0.0
AUTOLab+84bd5053+2023-07-08-10h-51m-31s,,,,,,,,,732.2020874023438,732.2020874023438,639.7760009765625,370.2776794433594,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,83.0,960.0,,,,"{'AUTOLab+84bd5053+2023-07-21-13h-00m-19s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_13:00:19_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.833249019855824, '22008760_source': 'GT', '24400334': [0.08640391012451873, -0.3802304415154504, 0.31317881776786405, -1.8872641440103735, -0.14274655354779653, -0.8347043871084009], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 32171.0, '24400334_source': 'Pred'}}",,524.3995361328125,640.0441284179688,370.2778015136719,1280.0,720.0,0.0,,0.0,0.0,0.0
,,,85.0,960.0,,,,"{'AUTOLab+5d05c5aa+2023-07-07-10h-38m-48s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_10:38:48_2023', '22008760': [0.4351840070866289, 0.37382268932137486, 0.341671068233412, -2.0225968816580977, -0.08240233350039516, -2.4083944344976724], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7349956467750454, '22008760_source': 'GT', '24400334': [0.18868137576135163, -0.4602087237586218, 0.27652671569408727, -1.8440664147058567, -0.07553894697089092, -0.9235715102555385], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 31716.0, '24400334_source': 'Pred'}}",531.87890625,531.8839721679688,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,,0.0,0.0,0.0
,,,,,,,,,732.2020874023438,524.505859375,640.0441284179688,344.008544921875,1280.0,,0.0,0.0,0.0,,0.0
,,,,,,,,,732.2020874023438,732.2020874023438,639.7769775390625,365.7880554199219,1280.0,720.0,0.0,,0.0,0.0,0.0
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:26:16_2023,,,,,18026681,,"{'AUTOLab+84bd5053+2023-07-14-17h-01m-47s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:01:47_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8707945370620053, '24400334_source': 'GT', '22008760': [0.16678025112457817, 0.6450087746989652, 0.38408422310011936, -2.035560809193789, -0.07991454625882666, -2.6424258871408357], '22008760_metric_type': 'Reprojection_error', '22008760_quality_metric': 9.37047004699707, '22008760_source': 'Pred'}}",732.2020874023438,,640.0441284179688,365.7880554199219,1280.0,720.0,,0.0,,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:48:57_2023,,,,,,,"{'AUTOLab+84bd5053+2023-07-14-17h-25m-34s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:25:34_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8703554119547657, '24400334_source': 'GT', '22008760': [0.17177919000655176, 0.5955653017904898, 0.402385292483724, -2.0544138964503724, -0.1172777619116705, -2.6268134354666746], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 57008.0, '22008760_source': 'Pred'}}",,,639.7745971679688,,1280.0,,0.0,0.0,0.0,0.0,0.0
,,,120.0,,,,,,524.4048461914062,732.2020874023438,636.1524047851562,370.2780456542969,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,"['24400334', '22008760']",,,,,524.3749389648438,640.0441284179688,,1280.0,720.0,,,,,
,,failure,257.0,,,18026681,,,,524.374755859375,640.0441284179688,,,,0.0,,0.0,,
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:41:54_2023,,125.0,,"['24400334', '22008760']",18026681,,"{'AUTOLab+5d05c5aa+2023-07-23-21h-26m-44s': {'relative_path': 'AUTOLab/failure/2023-07-23/Sun_Jul_23_21:26:44_2023', '22008760': [0.34378226801201683, 0.6077176892644542, 0.38300961271615525, -2.0299008017966393, -0.023509821375950368, -2.755831998044179], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.6217564663363532, '22008760_source': 'GT', '24400334': [0.18441510002550682, -0.2532933122262261, 0.3251704924962067, -1.9650077896945397, -0.07063368373432688, -0.7583389080349991], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 38494.0, '24400334_source': 'Pred'}}",732.2020874023438,732.2020874023438,640.0441284179688,370.27874755859375,1280.0,720.0,0.0,0.0,,0.0,0.0
,,failure,299.0,,"['22008760', '24400334']",18026681,,,531.7509155273438,,639.7760009765625,,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,,,,18026681,,,,531.87890625,639.7758178710938,,,720.0,0.0,,0.0,0.0,
,,,,,,,,,732.2020874023438,,,370.2777099609375,1280.0,,,0.0,,0.0,0.0
,,failure,,,,,,,,531.785888671875,,370.2778015136719,1280.0,720.0,0.0,0.0,,0.0,
,,failure,,,"['24400334', '22008760']",,,,732.2020874023438,732.2020874023438,639.7763671875,,1280.0,720.0,0.0,,0.0,0.0,0.0
,,failure,,,,,,,524.421142578125,524.371826171875,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,
AUTOLab+84bd5053+2023-07-21-12h-37m-16s,AUTOLab/failure/2023-07-07/Fri_Jul__7_18:43:03_2023,,,,,18026681,"['22008760', '24400334', '18026681']",,524.3543701171875,524.3970947265625,640.0441284179688,,1280.0,720.0,,,0.0,0.0,0.0
,,failure,,,,,"['24400334', '22008760', '18026681']",,531.8182373046875,531.9529418945312,,365.7880554199219,,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:21:43_2023,,,,,,"['24400334', '22008760', '18026681']",,732.2020874023438,,639.776123046875,365.7880554199219,,720.0,0.0,0.0,,0.0,0.0
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:23:16_2023,,,,,18026681,,"{'AUTOLab+5d05c5aa+2023-07-07-10h-29m-59s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_10:29:59_2023', '24400334': [0.2596757315060087, -0.36626259649963777, 0.24849304837972613, -1.742115402153725, -0.0012127426938948194, -0.7149867215760838], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6619735063530684, '24400334_source': 'GT', '22008760': [0.4351840070866289, 0.37382268932137486, 0.341671068233412, -2.0225968816580977, -0.08240233350039516, -2.4083944344976724], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7358323857524817, '22008760_source': 'GT'}}",,531.9081420898438,,370.2779846191406,1280.0,,0.0,0.0,0.0,0.0,
,,failure,366.0,,"['24400334', '22008760']",,,,732.2020874023438,,636.1522216796875,,,720.0,0.0,0.0,0.0,0.0,
AUTOLab+84bd5053+2023-07-14-17h-02m-13s,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:34:08_2023,,72.0,,,18026681,,"{'AUTOLab+84bd5053+2023-07-08-11h-42m-17s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_11:42:17_2023', '24400334': [0.12596610187354962, -0.4819151123134753, 0.3424988800177462, -1.9247264491296008, 0.11787888146116376, -0.561262218417727], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 7.824387073516846, '24400334_source': 'Pred', '22008760': [0.2558982907985748, 0.46473201349613724, 0.3952387326550466, -1.9525309019832624, -0.19449033570133234, -2.3397706623007717], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 36022.0, '22008760_source': 'Pred'}}",732.2020874023438,732.2020874023438,636.1522216796875,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,136.0,,,18026681,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-08-10h-58m-33s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_10:58:33_2023', '22008760': [0.383443084407403, 0.5515700193649918, 0.3409198369437651, -1.995187698150888, -0.13082567414758572, -2.244403137439821], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8374786940045342, '22008760_source': 'GT', '24400334': [0.20798755219772525, -0.3411561623994335, 0.3181899632056827, -1.9059916196806215, 2.9974086355188945e-06, -0.5873020689349743], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 49897.0, '24400334_source': 'Pred'}}",732.2020874023438,732.2020874023438,636.1517944335938,370.2776184082031,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,238.0,,,,"['22008760', '24400334', '18026681']",,732.2020874023438,524.3464965820312,639.7759399414062,365.7880554199219,1280.0,,,,,0.0,0.0
,AUTOLab/failure/2023-07-23/Sun_Jul_23_22:02:53_2023,,,,,18026681,,,732.2020874023438,732.2020874023438,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,
,,,,960.0,,18026681,,"{'AUTOLab+84bd5053+2023-07-14-16h-42m-09s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:42:09_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8951502444027549, '24400334_source': 'GT', '22008760': [0.09422444493869087, 1.0246691090417634, 0.4577589066143153, -1.7238521993587803, 0.11147012379751509, -2.6415063380359345], '22008760_metric_type': 'Reprojection_error', '22008760_quality_metric': 3.3602614402770996, '22008760_source': 'Pred'}}",732.2020874023438,,639.7769165039062,344.0082702636719,1280.0,,,0.0,0.0,0.0,0.0
,,,,,"['22008760', '24400334']",,,,524.3590087890625,524.3895874023438,636.1513671875,344.00836181640625,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,960.0,,,,,524.4701538085938,531.6673583984375,,,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,,18026681,,,,732.2020874023438,636.1530151367188,370.2783203125,1280.0,720.0,0.0,0.0,,,0.0
AUTOLab+84bd5053+2023-07-08-11h-27m-42s,AUTOLab/failure/2023-07-26/Wed_Jul_26_17:44:26_2023,,79.0,,,,,,531.7340087890625,,,344.0088806152344,,720.0,0.0,0.0,0.0,0.0,0.0
,,failure,412.0,960.0,,,,,,524.2770385742188,640.0441284179688,,,720.0,0.0,,,0.0,
,,,,,,,,"{'AUTOLab+5d05c5aa+2023-07-13-11h-34m-08s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_11:34:08_2023', '24400334': [0.28168829212273516, -0.48982425827139536, 0.29958134735889164, -1.9260917296512057, -0.01594116473449625, -0.7112080063957732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8075974504340028, '24400334_source': 'GT', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.832772307073955, '22008760_source': 'GT'}}",,,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,,,0.0
,,,137.0,,"['24400334', '22008760']",,,,,,,344.0090637207031,,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-15h-47m-04s,,,64.0,,,,,,,,640.0441284179688,344.0084228515625,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,121.0,,,,,,732.2020874023438,732.2020874023438,636.1512451171875,,,,0.0,,0.0,0.0,0.0
,,failure,,960.0,,,,,531.8355102539062,524.3617553710938,639.7763671875,,1280.0,720.0,0.0,0.0,,0.0,
AUTOLab+84bd5053+2023-07-08-10h-23m-42s,AUTOLab/failure/2023-07-21/Fri_Jul_21_14:40:41_2023,,,,,,,,531.84716796875,531.7861938476562,639.7774047851562,370.27801513671875,1280.0,720.0,0.0,0.0,,0.0,0.0
,,failure,,,,,,,531.8477783203125,,639.7772827148438,,,720.0,0.0,0.0,,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-10h-29m-59s,,failure,529.0,960.0,"['24400334', '22008760']",18026681,,,524.3866577148438,,639.77685546875,365.7880554199219,,,0.0,0.0,0.0,0.0,
,,,,960.0,,,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-21-13h-07m-21s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_13:07:21_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7422968182666226, '22008760_source': 'GT', '24400334': [0.08400443589796094, -0.35625324503754574, 0.30746958874534697, -1.8813166875872485, -0.1325907565205695, -0.8352306916360092], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 37502.0, '24400334_source': 'Pred'}}",732.2020874023438,531.8579711914062,,344.00872802734375,1280.0,720.0,0.0,,0.0,0.0,0.0
,,,,,,,,,732.2020874023438,,636.1519165039062,,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,54.0,,,18026681,"['24400334', '22008760', '18026681']",,,,,344.00872802734375,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,960.0,,,,,524.4467163085938,531.8355102539062,636.1520385742188,344.0088195800781,1280.0,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:17:55_2023,failure,,,,,,"{'AUTOLab+84bd5053+2023-07-08-10h-44m-19s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_10:44:19_2023', '22008760': [0.383443084407403, 0.5515700193649918, 0.3409198369437651, -1.995187698150888, -0.13082567414758572, -2.244403137439821], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7115003169539701, '22008760_source': 'GT', '24400334': [0.19740852252086108, -0.2996380570953798, 0.31866688795289705, -1.9212092637993834, -0.013677396570838551, -0.6330951999967004], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 26816.0, '24400334_source': 'Pred'}}",524.3104248046875,531.7717895507812,636.1531982421875,365.7880554199219,,,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-13-11h-25m-24s,,,,,,,,"{'AUTOLab+5d05c5aa+2023-07-13-11h-33m-14s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_11:33:14_2023', '24400334': [0.28168829212273516, -0.48982425827139536, 0.29958134735889164, -1.9260917296512057, -0.01594116473449625, -0.7112080063957732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.7026714929715085, '24400334_source': 'GT', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8760194403289902, '22008760_source': 'GT'}}",732.2020874023438,524.4431762695312,640.0441284179688,370.27764892578125,1280.0,,,0.0,0.0,,0.0
,,,,960.0,,18026681,,,531.7695922851562,732.2020874023438,,,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,"['22008760', '24400334']",,,,531.81982421875,531.8886108398438,,344.0083312988281,,,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-08-10h-44m-19s,,,,,,,,,524.4291381835938,732.2020874023438,636.1531372070312,,1280.0,720.0,0.0,,0.0,0.0,
,,,,,,,,,531.891845703125,524.3899536132812,640.0441284179688,370.2772521972656,1280.0,,0.0,0.0,0.0,0.0,
AUTOLab+5d05c5aa+2023-07-26-16h-56m-50s,,,,,,18026681,,,524.3675537109375,732.2020874023438,640.0441284179688,,,720.0,0.0,0.0,0.0,,
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:25:24_2023,failure,,,,,,,732.2020874023438,732.2020874023438,639.7763671875,370.27789306640625,,,0.0,0.0,0.0,,
,,failure,,,"['24400334', '22008760']",,,,531.9574584960938,531.8941040039062,639.7772216796875,,1280.0,720.0,,0.0,,0.0,0.0
AUTOLab+84bd5053+2023-07-21-13h-13m-00s,,,,960.0,,,"['22008760', '24400334', '18026681']",,524.3895874023438,732.2020874023438,640.0441284179688,370.278076171875,1280.0,720.0,0.0,0.0,0.0,,0.0
,,,,,,,"['24400334', '22008760', '18026681']",,524.39599609375,732.2020874023438,,,1280.0,,0.0,0.0,,0.0,
,,,,960.0,,,,,732.2020874023438,732.2020874023438,640.0441284179688,370.2780456542969,1280.0,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-21/Fri_Jul_21_12:24:18_2023,,,960.0,,18026681,,,524.3419799804688,524.3675537109375,640.0441284179688,370.277587890625,1280.0,720.0,,0.0,0.0,0.0,0.0
,,failure,,,,,,,524.4328002929688,524.3443603515625,636.1527709960938,365.7880554199219,1280.0,,0.0,,0.0,,
,,,202.0,,,,,,524.5088500976562,,639.775390625,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,,,"['24400334', '22008760']",18026681,,,,524.3943481445312,,,1280.0,720.0,,,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-12h-15m-37s,,,115.0,,,,,"{'AUTOLab+84bd5053+2023-07-21-15h-28m-09s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_15:28:09_2023', '24400334': [0.10007560512056157, -0.602940851567471, 0.31839088479160393, -1.9536757869732715, -0.11426968902316292, -0.6586756317424776], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 6.199984073638916, '24400334_source': 'Pred', '22008760': [0.2544810106537049, 0.81710616305262, 0.39850798124203, -1.771547130906803, 0.022984560108673557, -2.6101066832711513], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.9316905698901714, '22008760_source': 'GT'}}",,531.957763671875,,370.2776794433594,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,,960.0,"['24400334', '22008760']",,,,,732.2020874023438,636.1519775390625,365.7880554199219,,720.0,,0.0,0.0,,0.0
,,failure,,960.0,,,,,524.412841796875,531.9302368164062,636.1525268554688,344.0085754394531,1280.0,720.0,0.0,,,0.0,0.0
,,failure,,960.0,,,,,524.4439697265625,,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,failure,,,,18026681,,,531.7717895507812,,,344.0093078613281,1280.0,720.0,0.0,0.0,0.0,0.0,
,AUTOLab/failure/2023-07-23/Sun_Jul_23_20:52:15_2023,,,960.0,,,,,531.9415893554688,,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,
,,failure,352.0,,,,,,732.2020874023438,732.2020874023438,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,960.0,,18026681,,,524.2770385742188,732.2020874023438,640.0441284179688,370.27801513671875,1280.0,720.0,,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-10h-00m-27s,,,116.0,,,,,,524.3995971679688,732.2020874023438,,370.27764892578125,,720.0,0.0,0.0,,,0.0
AUTOLab+5d05c5aa+2023-07-13-11h-34m-08s,AUTOLab/failure/2023-07-08/Sat_Jul__8_10:51:31_2023,failure,132.0,,,,"['24400334', '22008760', '18026681']",,,531.9415893554688,,365.7880554199219,,720.0,0.0,,0.0,0.0,0.0
,AUTOLab/failure/2023-07-21/Fri_Jul_21_13:07:21_2023,,,,,,"['24400334', '22008760', '18026681']",,531.7421264648438,,,,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-13-11h-28m-39s,,,,960.0,,,"['24400334', '22008760', '18026681']",,,531.891845703125,636.152099609375,,1280.0,720.0,0.0,0.0,0.0,0.0,
,,failure,,,,18026681,,"{'AUTOLab+5d05c5aa+2023-07-13-11h-07m-13s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_11:07:13_2023', '24400334': [0.28168829212273516, -0.48982425827139536, 0.29958134735889164, -1.9260917296512057, -0.01594116473449625, -0.7112080063957732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8031213322022475, '24400334_source': 'GT', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.828671610511043, '22008760_source': 'GT'}}",524.3410034179688,,,370.2773132324219,1280.0,,0.0,0.0,0.0,,0.0
,,,,,"['24400334', '22008760']",,,,524.3995361328125,732.2020874023438,636.15234375,370.2776184082031,1280.0,,,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-08-10h-12m-09s,,,,,,,,,531.8297729492188,,640.0441284179688,370.2777099609375,,720.0,0.0,,,0.0,
,,failure,,,,,"['22008760', '24400334', '18026681']",,,,,,,,,0.0,0.0,0.0,
,,,,,"['22008760', '24400334']",,,,524.4148559570312,531.8807983398438,,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,0.0
AUTOLab+84bd5053+2023-07-21-12h-39m-43s,,,,,,18026681,,"{'AUTOLab+5d05c5aa+2023-07-07-10h-39m-19s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_10:39:19_2023', '24400334': [0.14693847506853297, -0.4962538147622604, 0.30360566319214755, -1.8770403574314376, -0.025258212933291002, -0.8255921979688223], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 4.803738117218018, '24400334_source': 'Pred', '22008760': [0.4351840070866289, 0.37382268932137486, 0.341671068233412, -2.0225968816580977, -0.08240233350039516, -2.4083944344976724], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7293146540384109, '22008760_source': 'GT'}}",732.2020874023438,,,370.2782897949219,1280.0,720.0,0.0,,,0.0,0.0
,,,,960.0,,18026681,,,531.9529418945312,524.357177734375,639.7769775390625,370.2781982421875,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,,18026681,"['24400334', '22008760', '18026681']","{'AUTOLab+5d05c5aa+2023-07-23-21h-26m-26s': {'relative_path': 'AUTOLab/failure/2023-07-23/Sun_Jul_23_21:26:26_2023', '22008760': [0.34378226801201683, 0.6077176892644542, 0.38300961271615525, -2.0299008017966393, -0.023509821375950368, -2.755831998044179], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.6460082198232966, '22008760_source': 'GT', '24400334': [0.18520531151126451, -0.24786998412191227, 0.3256308683568235, -1.9644162950226833, -0.07009559353335315, -0.7568678063372839], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 36168.0, '24400334_source': 'Pred'}}",524.3737182617188,524.3927001953125,640.0441284179688,,1280.0,,,0.0,0.0,0.0,0.0
,,failure,95.0,,,,,,531.9039916992188,732.2020874023438,,,1280.0,720.0,0.0,0.0,,0.0,0.0
AUTOLab+84bd5053+2023-07-14-16h-54m-08s,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:28:39_2023,,,,,18026681,,,,531.9035034179688,636.1515502929688,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,0.0
AUTOLab+84bd5053+2023-07-14-16h-00m-18s,,,,,,,,,,732.2020874023438,636.1515502929688,344.0089111328125,,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-14-16h-53m-39s,,,,,"['22008760', '24400334']",,"['24400334', '22008760', '18026681']",,732.2020874023438,,640.0441284179688,344.00921630859375,,,0.0,0.0,,,0.0
AUTOLab+84bd5053+2023-07-21-12h-56m-19s,,,,,,,,,531.8009033203125,,,,1280.0,720.0,0.0,0.0,0.0,0.0,
,,,,,"['22008760', '24400334']",,"['22008760', '24400334', '18026681']",,,524.4033813476562,636.1519775390625,370.2779235839844,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:28:24_2023,,,,,,,,524.385009765625,,639.7764892578125,370.2778625488281,,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-07/Fri_Jul__7_10:29:59_2023,,,,"['22008760', '24400334']",,"['24400334', '22008760', '18026681']",,531.9699096679688,524.3950805664062,,344.00848388671875,1280.0,720.0,,0.0,0.0,,0.0
